user_id,flashcard_id,review_count,days_since_last_review,previous_accuracy,response_time_ms,difficulty,hour_of_day,is_correct
1,53,2,2.09,0.5,2121,hard,20,0
1,53,3,3.85,0.333,2478,hard,9,1
1,53,4,8.83,0.5,4711,hard,22,0
1,53,5,15.43,0.4,5452,hard,20,0
1,347,0,0.0,0.5,3414,easy,9,1
1,347,1,0.71,1.0,6127,easy,20,0
1,347,2,2.1,0.5,5880,easy,22,0
1,347,3,3.27,0.333,8285,easy,20,0
1,347,4,7.96,0.25,5149,easy,9,0
1,347,5,17.03,0.2,2097,easy,20,1
1,457,0,0.0,0.5,1650,medium,20,1
1,457,1,2.07,1.0,5710,medium,22,0
1,457,2,3.81,0.5,1873,medium,20,1
1,457,3,5.77,0.667,4516,medium,9,0
1,457,4,7.77,0.5,5341,medium,22,0
1,457,5,16.59,0.4,6960,medium,22,0
1,280,0,0.0,0.5,2707,hard,20,1
1,280,1,1.02,1.0,6172,hard,20,0
1,280,2,3.18,0.5,5375,hard,22,0
1,280,3,4.93,0.333,5519,hard,22,0
1,280,4,7.48,0.25,5439,hard,14,0
1,280,5,15.02,0.2,3928,hard,20,0
1,45,0,0.0,0.5,1546,easy,22,1
1,45,1,2.14,1.0,3025,easy,14,1
1,45,2,1.98,1.0,6445,easy,20,0
1,45,3,4.97,0.667,5619,easy,20,0
1,45,4,7.28,0.5,3665,easy,9,0
1,45,5,17.92,0.4,3776,easy,22,0
1,303,0,0.0,0.5,2510,hard,22,1
1,303,1,1.73,1.0,7180,hard,20,0
1,303,2,1.59,0.5,3393,hard,20,0
1,303,3,5.82,0.333,5723,hard,9,0
1,303,4,9.74,0.25,5709,hard,14,0
1,303,5,17.89,0.2,4890,hard,22,0
1,217,0,0.0,0.5,2142,medium,22,1
1,217,1,0.51,1.0,3185,medium,22,1
1,217,2,3.81,1.0,3674,medium,9,0
1,217,3,4.85,0.667,5230,medium,20,0
1,217,4,7.42,0.5,5536,medium,9,0
1,217,5,17.09,0.4,5841,medium,22,0
1,17,0,0.0,0.5,3224,easy,22,1
1,17,1,2.43,1.0,4094,easy,9,0
1,17,2,3.74,0.5,7156,easy,20,0
1,17,3,4.95,0.333,5010,easy,20,0
1,17,4,9.39,0.25,3271,easy,22,0
1,16,0,0.0,0.5,1299,hard,9,1
1,16,1,1.73,1.0,4351,hard,14,1
1,16,2,1.86,1.0,2199,hard,22,0
1,16,3,3.09,0.667,2122,hard,20,1
1,16,4,7.38,0.75,6633,hard,20,0
1,16,5,17.31,0.6,3904,hard,20,0
1,48,0,0.0,0.5,2673,easy,14,1
1,48,1,1.62,1.0,1962,easy,20,0
1,48,2,3.39,0.5,2649,easy,9,1
1,48,3,4.32,0.667,2903,easy,9,1
1,48,4,8.23,0.75,6298,easy,9,0
1,48,5,15.47,0.6,7648,easy,20,0
1,112,0,0.0,0.5,2823,easy,22,1
1,112,1,0.84,1.0,5565,easy,9,0
1,112,2,2.84,0.5,7477,easy,9,0
1,112,3,3.74,0.333,4643,easy,20,0
1,120,0,0.0,0.5,3997,easy,22,1
1,120,1,1.47,1.0,2297,easy,20,1
1,120,2,2.2,1.0,3128,easy,20,0
1,120,3,4.91,0.667,3653,easy,22,1
1,120,4,8.51,0.75,2846,easy,22,0
1,120,5,16.98,0.6,5298,easy,9,0
1,259,0,0.0,0.5,2019,easy,20,1
1,259,1,2.82,1.0,7379,easy,20,0
1,259,2,2.37,0.5,3143,easy,20,0
1,259,3,5.82,0.333,5421,easy,20,0
1,259,4,7.21,0.25,4065,easy,22,0
1,259,5,17.53,0.2,2028,easy,9,1
1,309,0,0.0,0.5,3179,medium,22,1
1,309,1,1.89,1.0,6219,medium,9,0
1,309,2,1.85,0.5,3003,medium,9,1
1,309,3,5.25,0.667,4968,medium,20,0
1,309,4,8.12,0.5,5175,medium,20,0
1,309,5,16.02,0.4,4673,medium,14,0
1,14,0,0.0,0.5,3379,easy,22,1
1,14,1,0.5,1.0,6958,easy,20,0
1,14,2,1.96,0.5,5031,easy,9,0
1,14,3,4.17,0.333,2759,easy,22,1
1,288,0,0.0,0.5,4804,easy,22,0
1,288,1,1.72,0.0,2311,easy,9,0
1,288,2,1.99,0.0,4329,easy,20,0
1,288,3,5.26,0.0,3951,easy,9,0
1,102,0,0.0,0.5,2492,medium,9,1
1,102,1,1.32,1.0,3761,medium,20,0
1,102,2,1.43,0.5,4517,medium,22,0
1,367,0,0.0,0.5,2153,medium,22,1
1,367,1,2.47,1.0,5305,medium,22,0
1,367,2,1.24,0.5,3423,medium,20,1
1,367,3,5.84,0.667,4283,medium,20,0
1,367,4,9.26,0.5,1944,medium,9,0
1,367,5,17.72,0.4,7355,medium,14,0
1,333,0,0.0,0.5,1954,easy,9,1
1,333,1,0.5,1.0,2461,easy,14,1
1,333,2,2.95,1.0,5739,easy,9,0
1,333,3,4.12,0.667,2571,easy,20,1
1,333,4,9.61,0.75,5104,easy,22,0
1,333,5,17.98,0.6,6475,easy,20,0
1,360,0,0.0,0.5,8413,easy,9,0
1,360,1,2.09,0.0,5609,easy,20,0
1,360,2,2.88,0.0,4833,easy,20,0
1,360,3,4.86,0.0,6464,easy,9,0
1,360,4,7.56,0.0,6548,easy,9,0
1,360,5,15.23,0.0,2284,easy,22,0
1,215,0,0.0,0.5,969,easy,20,1
1,215,1,2.44,1.0,5543,easy,20,0
1,215,2,1.49,0.5,6112,easy,20,0
1,215,3,4.25,0.333,7214,easy,20,0
1,215,4,9.6,0.25,2441,easy,22,1
1,215,5,17.43,0.4,4576,easy,9,0
1,113,0,0.0,0.5,2772,hard,20,1
1,113,1,2.53,1.0,4870,hard,20,0
1,113,2,2.41,0.5,4837,hard,14,0
1,113,3,5.59,0.333,4916,hard,14,0
1,113,4,10.0,0.25,7274,hard,22,0
1,113,5,17.83,0.2,5468,hard,9,0
1,230,0,0.0,0.5,1405,medium,22,1
1,230,1,2.02,1.0,5803,medium,9,0
1,230,2,2.07,0.5,2693,medium,9,1
1,230,3,5.32,0.667,8071,medium,14,0
1,230,4,9.56,0.5,6539,medium,22,0
1,230,5,16.21,0.4,5249,medium,22,0
1,302,0,0.0,0.5,3691,easy,20,1
1,302,1,0.64,1.0,3202,easy,20,1
1,302,2,1.04,1.0,1115,easy,14,1
1,302,3,4.31,1.0,7166,easy,22,0
1,302,4,8.04,0.75,4269,easy,22,0
1,302,5,16.87,0.6,7001,easy,20,0
1,143,0,0.0,0.5,2488,hard,20,1
1,143,1,0.77,1.0,6194,hard,22,0
1,143,2,3.94,0.5,6684,hard,9,0
1,143,3,3.72,0.333,1347,hard,9,1
1,143,4,7.39,0.5,3348,hard,9,0
1,143,5,16.04,0.4,5731,hard,20,0
1,415,0,0.0,0.5,2142,medium,20,1
1,415,1,0.5,1.0,2119,medium,9,1
1,415,2,1.84,1.0,1352,medium,20,1
1,415,3,4.09,1.0,4712,medium,14,0
1,415,4,9.07,0.75,2911,medium,20,1
1,415,5,15.25,0.8,6806,medium,22,0
1,446,0,0.0,0.5,3181,easy,22,1
1,446,1,2.24,1.0,2003,easy,9,1
1,446,2,1.63,1.0,4399,easy,14,1
1,446,3,4.11,1.0,4533,easy,9,0
1,4,0,0.0,0.5,2961,medium,20,1
1,4,1,1.54,1.0,5466,medium,20,0
1,4,2,1.32,0.5,1214,medium,9,1
1,4,3,3.81,0.667,5305,medium,9,0
1,4,4,7.06,0.5,4030,medium,22,0
1,389,0,0.0,0.5,1634,easy,14,1
1,389,1,2.67,1.0,6582,easy,20,0
1,389,2,2.5,0.5,3022,easy,20,1
1,389,3,4.61,0.667,4339,easy,9,0
1,389,4,7.38,0.5,7373,easy,14,0
1,389,5,16.09,0.4,2129,easy,22,0
1,413,0,0.0,0.5,3253,easy,9,1
1,413,1,0.71,1.0,2133,easy,9,1
1,413,2,1.48,1.0,1999,easy,22,1
1,413,3,3.86,1.0,500,easy,22,1
1,413,4,9.95,1.0,6026,easy,20,0
1,413,5,16.19,0.8,5355,easy,20,0
1,82,0,0.0,0.5,2718,easy,22,1
1,82,1,2.01,1.0,8064,easy,22,0
1,82,2,1.84,0.5,7429,easy,22,0
1,82,3,3.56,0.333,2723,easy,9,1
1,82,4,7.73,0.5,500,easy,20,1
1,82,5,16.83,0.6,3291,easy,14,0
1,358,0,0.0,0.5,2714,medium,20,1
1,358,1,1.6,1.0,1811,medium,9,1
1,358,2,1.19,1.0,4423,medium,9,0
1,358,3,3.97,0.667,6253,medium,20,0
1,358,4,9.28,0.5,3305,medium,20,0
1,358,5,16.41,0.4,5865,medium,9,0
1,175,0,0.0,0.5,4695,medium,22,0
1,175,1,0.5,0.0,5129,medium,14,0
1,175,2,2.72,0.0,4766,medium,22,0
1,175,3,3.42,0.0,4268,medium,22,0
1,175,4,7.49,0.0,4351,medium,9,0
1,175,5,17.0,0.0,6306,medium,20,0
1,80,0,0.0,0.5,2239,medium,9,1
1,80,1,2.45,1.0,3985,medium,22,0
1,80,2,1.9,0.5,1654,medium,14,0
1,80,3,4.51,0.333,4641,medium,20,0
1,80,4,8.63,0.25,6234,medium,20,0
1,80,5,16.87,0.2,5247,medium,22,0
1,111,0,0.0,0.5,2955,medium,22,1
1,111,1,2.38,1.0,6448,medium,9,0
1,111,2,3.37,0.5,2565,medium,22,1
1,491,0,0.0,0.5,3164,medium,20,1
1,491,1,0.5,1.0,1815,medium,20,1
1,491,2,3.29,1.0,6556,medium,14,0
1,391,0,0.0,0.5,2091,hard,22,1
1,391,1,2.54,1.0,6930,hard,9,0
1,391,2,1.45,0.5,2144,hard,9,1
1,391,3,5.17,0.667,7078,hard,20,0
1,391,4,8.63,0.5,6512,hard,20,0
1,391,5,16.04,0.4,5255,hard,22,0
2,187,0,0.0,0.5,3168,hard,14,1
2,187,1,0.5,1.0,8668,hard,20,0
2,187,2,1.05,0.5,5193,hard,20,0
2,187,3,5.8,0.333,5721,hard,9,0
2,187,4,9.12,0.25,5335,hard,22,0
2,221,0,0.0,0.5,1426,easy,22,1
2,221,1,2.21,1.0,7830,easy,9,0
2,221,2,3.78,0.5,8808,easy,9,0
2,221,3,4.2,0.333,2919,easy,22,1
2,221,4,8.01,0.5,6278,easy,20,0
2,221,5,17.76,0.4,1518,easy,22,0
2,36,0,0.0,0.5,1297,medium,20,1
2,36,1,1.36,1.0,2291,medium,20,1
2,36,2,1.53,1.0,6206,medium,20,0
2,36,3,4.09,0.667,4764,medium,20,0
2,36,4,8.9,0.5,1686,medium,9,1
2,36,5,17.88,0.6,5775,medium,20,0
2,486,0,0.0,0.5,2500,easy,9,1
2,486,1,1.79,1.0,2626,easy,22,1
2,486,2,3.25,1.0,2408,easy,20,1
2,486,3,3.57,1.0,2624,easy,9,1
2,486,4,8.42,1.0,7082,easy,9,0
2,486,5,16.32,0.8,1010,easy,22,0
2,341,0,0.0,0.5,2731,medium,20,1
2,341,1,2.84,1.0,4617,medium,22,0
2,341,2,1.81,0.5,4457,medium,20,0
2,341,3,3.47,0.333,4895,medium,22,0
2,341,4,8.98,0.25,1936,medium,22,1
2,472,0,0.0,0.5,1917,hard,20,1
2,472,1,0.5,1.0,2080,hard,22,1
2,472,2,2.96,1.0,5734,hard,20,0
2,472,3,3.3,0.667,6066,hard,9,0
2,472,4,9.49,0.5,5666,hard,22,0
2,472,5,17.0,0.4,5889,hard,20,0
2,170,0,0.0,0.5,2252,easy,22,1
2,170,1,0.62,1.0,2760,easy,20,1
2,170,2,2.26,1.0,3123,easy,9,0
2,170,3,5.45,0.667,3943,easy,20,0
2,170,4,8.77,0.5,2887,easy,20,0
2,170,5,16.87,0.4,1877,easy,9,0
2,320,0,0.0,0.5,3857,medium,9,1
2,320,1,2.29,1.0,2469,medium,9,1
2,320,2,3.68,1.0,6654,medium,20,0
2,320,3,4.28,0.667,2746,medium,9,1
2,320,4,8.9,0.75,2434,medium,9,0
2,320,5,15.42,0.6,5027,medium,20,0
2,161,0,0.0,0.5,2778,medium,9,1
2,161,1,0.5,1.0,5293,medium,22,0
2,161,2,1.82,0.5,3532,medium,20,0
2,161,3,4.95,0.333,5384,medium,22,0
2,161,4,8.8,0.25,6474,medium,22,0
2,161,5,15.53,0.2,2238,medium,9,0
2,340,0,0.0,0.5,1476,hard,22,1
2,340,1,0.5,1.0,5280,hard,14,0
2,340,2,1.74,0.5,3866,hard,20,0
2,340,3,3.87,0.333,3536,hard,22,0
2,340,4,8.7,0.25,6580,hard,22,0
2,340,5,16.99,0.2,3712,hard,20,0
2,435,0,0.0,0.5,3060,hard,22,1
2,435,1,1.79,1.0,4548,hard,20,1
2,435,2,2.0,1.0,4855,hard,14,0
2,435,3,3.32,0.667,2472,hard,20,1
2,435,4,9.07,0.75,7656,hard,20,0
2,435,5,15.74,0.6,5948,hard,20,0
2,64,0,0.0,0.5,3278,medium,20,1
2,64,1,1.08,1.0,2440,medium,9,1
2,64,2,1.56,1.0,5931,medium,20,0
2,64,3,5.62,0.667,5839,medium,9,0
2,64,4,9.08,0.5,6621,medium,20,0
2,64,5,15.75,0.4,5644,medium,20,0
2,369,0,0.0,0.5,2666,easy,9,1
2,369,1,2.75,1.0,1635,easy,20,1
2,369,2,3.77,1.0,6579,easy,9,0
2,369,3,5.83,0.667,5042,easy,20,0
2,461,0,0.0,0.5,2523,easy,22,1
2,461,1,2.49,1.0,1375,easy,20,1
2,461,2,1.36,1.0,2900,easy,22,1
2,461,3,5.09,1.0,4608,easy,22,0
2,461,4,7.95,0.75,5202,easy,14,0
2,461,5,17.37,0.6,6301,easy,9,0
2,154,0,0.0,0.5,2726,easy,22,1
2,154,1,0.5,1.0,6070,easy,14,0
2,154,2,3.4,0.5,5070,easy,20,0
2,154,3,4.05,0.333,4235,easy,22,0
2,154,4,8.88,0.25,1273,easy,20,0
2,154,5,17.95,0.2,2477,easy,22,0
2,260,0,0.0,0.5,1093,easy,20,1
2,260,1,0.5,1.0,1695,easy,9,1
2,260,2,1.7,1.0,1659,easy,20,1
2,260,3,3.05,1.0,2099,easy,9,0
2,260,4,9.04,0.75,3188,easy,22,0
2,260,5,17.85,0.6,4751,easy,20,0
2,159,0,0.0,0.5,1839,medium,20,1
2,159,1,2.83,1.0,3315,medium,22,0
2,159,2,3.97,0.5,5573,medium,20,0
2,159,3,5.83,0.333,5433,medium,22,0
2,159,4,7.69,0.25,8682,medium,9,0
2,159,5,15.66,0.2,4043,medium,14,0
2,342,0,0.0,0.5,6783,hard,20,0
2,342,1,2.65,0.0,7130,hard,22,0
2,342,2,3.09,0.0,4143,hard,20,0
2,210,0,0.0,0.5,1935,hard,20,1
2,210,1,1.61,1.0,3944,hard,20,0
2,210,2,2.74,0.5,2209,hard,9,1
2,210,3,3.39,0.667,5875,hard,22,0
2,210,4,9.87,0.5,5815,hard,22,0
2,210,5,16.65,0.4,6625,hard,20,0
2,168,0,0.0,0.5,1396,easy,22,1
2,168,1,2.17,1.0,3903,easy,14,0
2,168,2,1.24,0.5,2085,easy,20,1
2,168,3,5.55,0.667,5335,easy,14,0
2,168,4,8.44,0.5,4265,easy,20,0
2,168,5,17.03,0.4,6566,easy,14,0
2,207,0,0.0,0.5,2972,medium,22,1
2,207,1,2.55,1.0,6663,medium,20,0
2,207,2,3.13,0.5,6600,medium,22,0
2,207,3,4.86,0.333,6753,medium,20,0
2,207,4,7.48,0.25,4749,medium,20,0
2,207,5,16.01,0.2,5220,medium,20,0
2,357,0,0.0,0.5,2522,hard,22,1
2,357,1,0.5,1.0,3522,hard,22,1
2,357,2,2.85,1.0,2960,hard,20,0
2,357,3,4.9,0.667,6119,hard,22,0
2,357,4,9.34,0.5,5374,hard,20,0
2,357,5,17.89,0.4,7366,hard,14,0
2,152,0,0.0,0.5,2142,easy,20,1
2,152,1,0.9,1.0,5291,easy,22,0
2,152,2,1.2,0.5,3456,easy,20,1
2,152,3,3.14,0.667,2715,easy,20,0
2,284,0,0.0,0.5,5550,medium,14,0
2,284,1,0.5,0.0,2079,medium,20,1
2,284,2,1.97,0.5,6098,medium,14,0
2,66,0,0.0,0.5,3364,medium,20,1
2,66,1,0.82,1.0,2827,medium,22,0
2,66,2,1.49,0.5,1701,medium,20,0
2,66,3,5.08,0.333,5365,medium,20,0
2,66,4,8.96,0.25,4153,medium,9,0
2,66,5,17.85,0.2,5975,medium,9,0
2,99,0,0.0,0.5,2420,medium,9,1
2,99,1,1.19,1.0,2463,medium,20,1
2,99,2,3.68,1.0,5365,medium,20,0
2,99,3,3.64,0.667,1498,medium,20,1
2,99,4,9.59,0.75,7165,medium,9,0
2,99,5,17.9,0.6,5514,medium,14,0
2,216,0,0.0,0.5,2865,medium,20,1
2,216,1,2.28,1.0,5294,medium,14,0
2,216,2,3.39,0.5,6063,medium,20,0
2,216,3,3.35,0.333,1958,medium,14,1
2,216,4,7.6,0.5,7701,medium,22,0
2,216,5,15.19,0.4,6260,medium,20,0
2,482,0,0.0,0.5,1977,medium,14,1
2,482,1,0.5,1.0,2138,medium,9,1
2,482,2,2.8,1.0,1364,medium,20,0
2,482,3,5.08,0.667,3549,medium,14,0
2,482,4,7.73,0.5,4928,medium,20,0
2,482,5,15.43,0.4,7255,medium,22,0
2,195,0,0.0,0.5,3201,hard,20,1
2,195,1,0.98,1.0,4629,hard,14,0
2,195,2,1.1,0.5,1954,hard,20,1
2,195,3,4.19,0.667,7696,hard,22,0
2,195,4,9.4,0.5,5961,hard,20,0
2,347,0,0.0,0.5,2720,easy,14,1
2,347,1,2.12,1.0,1861,easy,14,1
2,347,2,3.81,1.0,3949,easy,20,1
2,347,3,5.61,1.0,5536,easy,9,0
2,347,4,9.41,0.75,5171,easy,9,0
2,347,5,17.45,0.6,6425,easy,9,0
2,384,0,0.0,0.5,3888,medium,20,1
2,384,1,0.5,1.0,2658,medium,22,1
2,384,2,1.74,1.0,2243,medium,9,1
2,384,3,5.93,1.0,5636,medium,9,0
2,384,4,7.55,0.75,4963,medium,14,0
2,384,5,16.67,0.6,8213,medium,20,0
2,463,0,0.0,0.5,5057,medium,14,0
2,463,1,0.6,0.0,5180,medium,22,0
2,463,2,1.22,0.0,2294,medium,9,1
2,463,3,5.6,0.333,2497,medium,9,0
2,463,4,9.23,0.25,3161,medium,20,0
2,90,0,0.0,0.5,2803,hard,9,0
2,90,1,0.5,0.0,2657,hard,22,0
2,90,2,3.18,0.0,8002,hard,22,0
2,90,3,5.62,0.0,2550,hard,9,0
2,90,4,8.78,0.0,4140,hard,9,0
2,90,5,15.63,0.0,7065,hard,20,0
2,316,0,0.0,0.5,3121,medium,20,1
2,316,1,2.73,1.0,5485,medium,22,0
2,316,2,2.48,0.5,2266,medium,20,1
2,316,3,5.61,0.667,1648,medium,22,0
2,316,4,8.78,0.5,5352,medium,14,0
2,316,5,16.17,0.4,6210,medium,20,0
2,292,0,0.0,0.5,1503,medium,9,1
2,292,1,0.5,1.0,2666,medium,22,0
2,292,2,1.22,0.5,2282,medium,9,1
2,292,3,4.56,0.667,4611,medium,22,0
2,292,4,7.75,0.5,6850,medium,20,0
2,292,5,17.12,0.4,6270,medium,14,0
2,155,0,0.0,0.5,3478,easy,20,1
2,155,1,2.42,1.0,4545,easy,9,0
2,155,2,1.34,0.5,2803,easy,20,1
2,155,3,3.17,0.667,4803,easy,20,0
2,155,4,9.8,0.5,3447,easy,20,0
2,208,0,0.0,0.5,3233,easy,14,1
2,208,1,1.36,1.0,2777,easy,22,1
2,208,2,2.47,1.0,6662,easy,9,0
2,208,3,3.61,0.667,3440,easy,9,0
2,208,4,9.91,0.5,4064,easy,14,0
2,208,5,17.6,0.4,7871,easy,22,0
2,281,0,0.0,0.5,2475,hard,9,1
2,281,1,1.85,1.0,8005,hard,9,0
2,281,2,2.71,0.5,2658,hard,9,1
2,281,3,5.03,0.667,5673,hard,9,0
2,281,4,8.98,0.5,3842,hard,14,0
2,281,5,16.97,0.4,5444,hard,9,0
2,427,0,0.0,0.5,6507,easy,20,0
2,427,1,2.35,0.0,4621,easy,22,0
2,427,2,3.22,0.0,2472,easy,22,0
2,427,3,5.0,0.0,3599,easy,20,0
2,427,4,9.29,0.0,6934,easy,20,0
2,1,0,0.0,0.5,2290,medium,14,1
2,1,1,1.63,1.0,1622,medium,20,1
2,1,2,2.19,1.0,2839,medium,20,0
2,1,3,4.17,0.667,4041,medium,20,0
2,1,4,7.68,0.5,3015,medium,22,0
2,1,5,16.81,0.4,3967,medium,20,0
2,156,0,0.0,0.5,4301,hard,9,1
2,156,1,1.56,1.0,2915,hard,20,0
2,156,2,2.74,0.5,2531,hard,22,0
2,156,3,4.82,0.333,5892,hard,20,0
2,156,4,9.87,0.25,3182,hard,9,1
2,156,5,15.59,0.4,3107,hard,22,1
2,147,0,0.0,0.5,2724,medium,22,1
2,147,1,0.5,1.0,3869,medium,20,0
2,147,2,2.46,0.5,2275,medium,20,1
2,147,3,3.85,0.667,5269,medium,22,0
2,147,4,7.93,0.5,7088,medium,9,0
2,147,5,17.15,0.4,3526,medium,20,0
2,108,0,0.0,0.5,2320,hard,20,1
2,108,1,0.54,1.0,2018,hard,20,1
2,108,2,2.7,1.0,5479,hard,14,0
2,108,3,5.89,0.667,5335,hard,9,0
2,108,4,7.13,0.5,7046,hard,9,0
2,108,5,17.85,0.4,5073,hard,20,0
2,403,0,0.0,0.5,2532,medium,20,1
2,403,1,1.83,1.0,3134,medium,22,0
2,403,2,3.34,0.5,3960,medium,9,0
2,403,3,5.47,0.333,3989,medium,9,0
2,403,4,8.87,0.25,5418,medium,14,0
2,403,5,16.76,0.2,5950,medium,9,0
2,297,0,0.0,0.5,2831,medium,9,1
2,297,1,0.5,1.0,3271,medium,22,1
2,297,2,1.7,1.0,4268,medium,20,1
2,297,3,4.78,1.0,3794,medium,9,0
2,297,4,8.28,0.75,7458,medium,20,0
2,297,5,17.08,0.6,5853,medium,20,0
2,311,0,0.0,0.5,3802,medium,9,1
2,311,1,0.5,1.0,4127,medium,14,0
2,311,2,1.68,0.5,1688,medium,9,1
2,311,3,3.21,0.667,5350,medium,14,0
2,311,4,9.64,0.5,2666,medium,22,0
2,311,5,16.6,0.4,6841,medium,20,0
2,336,0,0.0,0.5,1532,easy,9,1
2,336,1,1.67,1.0,3942,easy,9,0
2,336,2,2.69,0.5,4916,easy,20,0
2,336,3,3.53,0.333,5254,easy,20,0
2,336,4,7.29,0.25,2879,easy,9,0
2,336,5,17.27,0.2,6636,easy,22,0
2,165,0,0.0,0.5,2987,easy,20,1
2,165,1,1.2,1.0,3470,easy,9,1
2,165,2,2.56,1.0,5212,easy,22,0
2,165,3,3.27,0.667,5200,easy,14,0
2,165,4,9.35,0.5,4771,easy,20,0
2,165,5,15.11,0.4,3821,easy,20,0
2,239,0,0.0,0.5,1435,medium,20,1
2,239,1,1.66,1.0,1617,medium,20,1
2,239,2,2.8,1.0,1770,medium,22,0
2,239,3,5.76,0.667,5122,medium,20,0
2,239,4,8.14,0.5,4851,medium,22,0
2,239,5,17.6,0.4,3997,medium,22,0
2,227,0,0.0,0.5,3293,medium,20,1
2,227,1,0.52,1.0,2522,medium,22,1
2,227,2,2.92,1.0,4986,medium,20,0
2,227,3,3.4,0.667,4962,medium,22,0
2,227,4,8.82,0.5,6226,medium,14,0
2,227,5,15.52,0.4,3402,medium,14,0
2,346,0,0.0,0.5,2255,hard,20,1
2,346,1,0.5,1.0,2545,hard,9,1
2,346,2,3.9,1.0,5794,hard,20,0
2,346,3,3.94,0.667,3590,hard,14,0
2,346,4,8.92,0.5,4783,hard,20,0
2,346,5,16.86,0.4,4679,hard,20,0
2,110,0,0.0,0.5,7236,medium,22,0
2,110,1,0.5,0.0,2009,medium,9,1
2,110,2,3.08,0.5,2258,medium,20,1
2,110,3,4.53,0.667,5655,medium,22,0
2,110,4,7.92,0.5,6785,medium,20,0
2,110,5,16.58,0.4,2949,medium,14,0
2,262,0,0.0,0.5,2320,medium,20,1
2,262,1,2.48,1.0,4135,medium,22,0
2,262,2,1.06,0.5,500,medium,22,1
2,262,3,5.28,0.667,2781,medium,20,0
2,262,4,7.04,0.5,5275,medium,9,0
2,262,5,17.93,0.4,4977,medium,22,0
2,243,0,0.0,0.5,2963,easy,14,1
2,243,1,1.36,1.0,4959,easy,9,0
2,243,2,1.45,0.5,1753,easy,22,1
2,243,3,5.21,0.667,2942,easy,9,0
2,243,4,8.38,0.5,2579,easy,22,0
2,243,5,17.68,0.4,3996,easy,9,0
2,407,0,0.0,0.5,3331,easy,22,1
2,407,1,0.76,1.0,8235,easy,9,0
2,407,2,2.98,0.5,4091,easy,22,0
2,407,3,4.91,0.333,5048,easy,14,0
2,407,4,7.45,0.25,3869,easy,20,0
2,407,5,16.54,0.2,4452,easy,20,0
3,437,0,0.0,0.5,5277,easy,20,0
3,437,1,2.21,0.0,3528,easy,9,0
3,437,2,3.32,0.0,3008,easy,20,0
3,437,3,3.56,0.0,2726,easy,20,1
3,437,4,9.29,0.25,3938,easy,9,0
3,437,5,15.06,0.2,5910,easy,9,0
3,169,0,0.0,0.5,3548,hard,9,1
3,169,1,0.5,1.0,5962,hard,22,0
3,169,2,2.59,0.5,3479,hard,9,1
3,169,3,5.91,0.667,7183,hard,20,0
3,169,4,9.24,0.5,7698,hard,14,0
3,169,5,16.97,0.4,5835,hard,14,0
3,346,0,0.0,0.5,2331,easy,14,1
3,346,1,1.3,1.0,5869,easy,20,0
3,346,2,1.72,0.5,2618,easy,9,1
3,346,3,3.59,0.667,2989,easy,22,0
3,346,4,9.45,0.5,6369,easy,22,0
3,346,5,17.54,0.4,6256,easy,14,0
3,440,0,0.0,0.5,3779,medium,22,0
3,440,1,2.19,0.0,3441,medium,9,0
3,440,2,2.64,0.0,5754,medium,20,0
